attestation_id,year,date,period,brand_or_category,city,province,corridor,source_type,source_name,source_url,attestation_type,text_for_scoring,confidence,notes,source_id,verification_level,region,original_text,dish_marker,taiwan_marker,ownership_category,capital_origin,source_url_or_archive_ref
MACRO_N_049,1994,1994-01-01,1988-2001_cross_strait_mobility,仙踪林 Taiwan founding,Taipei,Taiwan,Taiwan-side,Taiwan_business_directory,大陆台商经贸网,https://www.chinabiz.org.tw/company/show?cat_id=560&id=344&pid=47,taiwan_brand_founding,1994 RBT Xian Zong Lin was founded in Taiwan by Wu Bochao,medium,Taiwan business directory source, RBT_1994_TAIWAN_FOUNDING,probable,Taiwan-side,Taiwan business directory says RBT was founded in Taiwan in 1994,珍珠奶茶;台式飲品,台灣創立,taiwan_capital,Taiwan,https://www.chinabiz.org.tw/company/show?cat_id=560&id=344&pid=47
MACRO_N_050,1996,1996-01-01,1988-2001_cross_strait_mobility,仙踪林 Hong Kong franchise,Hong Kong,Hong Kong,Hong Kong,Taiwan_business_directory,大陆台商经贸网,https://www.chinabiz.org.tw/company/show?cat_id=560&id=344&pid=47,hong_kong_franchise_plan,1996 RBT opened Hong Kong franchise plan linking Taiwan bubble tea to Hong Kong and mainland expansion,medium,HK intermediary expansion row,RBT_1996_HK_FRANCHISE,probable,Hong Kong,Taiwan business directory says RBT opened Hong Kong franchise plan in 1996,珍珠奶茶;台式飲品,台灣創立,taiwan_capital,Taiwan,https://www.chinabiz.org.tw/company/show?cat_id=560&id=344&pid=47
MACRO_N_051,2004,2004-01-01,2002-2013_taiwan_capital_gateway,仙踪林 mainland store network,Shanghai,Shanghai,Yangtze River Delta,Taiwan_business_directory,大陆台商经贸网,https://www.chinabiz.org.tw/company/show?cat_id=560&id=344&pid=47,mainland_hk_store_network,2004 RBT had built over 130 stores across Hong Kong Taiwan and mainland after more than ten years,medium,Approximate year from more than ten years after 1994 founding kept probable because source is retrospective, RBT_2004_130_STORES,probable,Yangtze River Delta,The directory says after more than ten years RBT had over 130 stores in Hong Kong Taiwan and mainland,珍珠奶茶;台式飲品,港臺大陸連鎖,taiwan_capital,Taiwan,https://www.chinabiz.org.tw/company/show?cat_id=560&id=344&pid=47
MACRO_N_052,1998,1998-01-01,1988-2001_cross_strait_mobility,呷哺呷哺 Beijing founding,Beijing,Beijing,North China,industry_report,LeadLeo,https://pdf.dfcfw.com/pdf/H3_AP202104091482896954_1.pdf?1617963200000.pdf=,beijing_founding,1998 Xiabuxiabu was founded in Beijing as a Taiwan linked individual hotpot format,medium,Industry report row,XXBB_1998_BEIJING_FOUNDING,probable,North China,LeadLeo report timeline says Xiabuxiabu was founded in Beijing in 1998,小火鍋,源自台灣,taiwan_capital,Taiwan,https://pdf.dfcfw.com/pdf/H3_AP202104091482896954_1.pdf?1617963200000.pdf=
MACRO_N_053,2001,2001-01-01,1988-2001_cross_strait_mobility,呷哺呷哺 Tianjin expansion,Tianjin,Tianjin,North China,industry_report,LeadLeo,https://pdf.dfcfw.com/pdf/H3_AP202104091482896954_1.pdf?1617963200000.pdf=,tianjin_expansion,2001 Xiabuxiabu expanded to Tianjin starting north China chain geography,medium,North China expansion row,XXBB_2001_TIANJIN,probable,North China,LeadLeo report timeline records entry into Tianjin in 2001,小火鍋,源自台灣,taiwan_capital,Taiwan,https://pdf.dfcfw.com/pdf/H3_AP202104091482896954_1.pdf?1617963200000.pdf=
MACRO_N_054,2008,2008-01-01,2002-2013_taiwan_capital_gateway,呷哺呷哺 investment round,Beijing,Beijing,North China,industry_report,LeadLeo,https://pdf.dfcfw.com/pdf/H3_AP202104091482896954_1.pdf?1617963200000.pdf=,private_equity_investment,2008 Xiabuxiabu received Actis investment and accelerated national expansion,medium,Capital event row,XXBB_2008_ACTIS,probable,North China,LeadLeo report timeline records 2008 Actis investment,小火鍋,源自台灣,private_equity,Taiwan linked,https://pdf.dfcfw.com/pdf/H3_AP202104091482896954_1.pdf?1617963200000.pdf=
MACRO_N_055,2009,2009-01-01,2002-2013_taiwan_capital_gateway,呷哺呷哺 China top 100,Beijing,Beijing,North China,industry_report,LeadLeo,https://pdf.dfcfw.com/pdf/H3_AP202104091482896954_1.pdf?1617963200000.pdf=,china_catering_top_100,2009 Xiabuxiabu became a China catering top 100 enterprise,medium,Scale recognition row,XXBB_2009_TOP100,probable,North China,LeadLeo report timeline records top 100 catering enterprise status in 2009,小火鍋,源自台灣,taiwan_capital,Taiwan,https://pdf.dfcfw.com/pdf/H3_AP202104091482896954_1.pdf?1617963200000.pdf=
MACRO_N_056,2010,2010-01-01,2002-2013_taiwan_capital_gateway,呷哺呷哺 Shanghai entry,Shanghai,Shanghai,Yangtze River Delta,industry_report,LeadLeo,https://pdf.dfcfw.com/pdf/H3_AP202104091482896954_1.pdf?1617963200000.pdf=,shanghai_market_entry,2010 Xiabuxiabu entered Shanghai bringing Taiwan linked hotpot format to Yangtze River Delta,medium,YRD corridor row,XXBB_2010_SHANGHAI,probable,Yangtze River Delta,LeadLeo report timeline records 2010 entry into Shanghai,小火鍋,源自台灣,taiwan_capital,Taiwan,https://pdf.dfcfw.com/pdf/H3_AP202104091482896954_1.pdf?1617963200000.pdf=
MACRO_N_057,2013,2013-01-01,2002-2013_taiwan_capital_gateway,呷哺呷哺 Shandong entry,Shandong,Shandong,North China,industry_report,LeadLeo,https://pdf.dfcfw.com/pdf/H3_AP202104091482896954_1.pdf?1617963200000.pdf=,shandong_expansion,2013 Xiabuxiabu entered Shandong within national chain expansion,medium,Regional expansion row,XXBB_2013_SHANDONG,probable,North China,LeadLeo report timeline records 2013 Shandong entry,小火鍋,源自台灣,taiwan_capital,Taiwan,https://pdf.dfcfw.com/pdf/H3_AP202104091482896954_1.pdf?1617963200000.pdf=
MACRO_N_058,2014,2014-01-01,2002-2013_taiwan_capital_gateway,呷哺呷哺 Hong Kong listing,Beijing,Beijing,North China,industry_report,LeadLeo,https://pdf.dfcfw.com/pdf/H3_AP202104091482896954_1.pdf?1617963200000.pdf=,hong_kong_listing,2014 Xiabuxiabu listed on Hong Kong stock exchange after national expansion,medium,Capital market row,XXBB_2014_HK_LISTING,probable,North China,LeadLeo report timeline records 2014 Hong Kong listing,小火鍋,源自台灣,listed_company,Taiwan linked,https://pdf.dfcfw.com/pdf/H3_AP202104091482896954_1.pdf?1617963200000.pdf=
MACRO_N_059,2015,2015-01-01,2014-2020_pre_wanghong_platformization,呷哺呷哺 delivery service,Beijing,Beijing,North China,industry_report,LeadLeo,https://pdf.dfcfw.com/pdf/H3_AP202104091482896954_1.pdf?1617963200000.pdf=,delivery_service_launch,2015 Xiabuxiabu launched delivery service Xiabu Xiaoxian during platform transition,medium,Platform transition row,XXBB_2015_DELIVERY,probable,North China,LeadLeo report timeline records 2015 delivery service launch,小火鍋,源自台灣,listed_company,Taiwan linked,https://pdf.dfcfw.com/pdf/H3_AP202104091482896954_1.pdf?1617963200000.pdf=
MACRO_N_060,2016,2016-01-01,2014-2020_pre_wanghong_platformization,呷哺呷哺 Coucou launch,Beijing,Beijing,North China,industry_report,LeadLeo,https://pdf.dfcfw.com/pdf/H3_AP202104091482896954_1.pdf?1617963200000.pdf=,coucou_brand_launch,2016 Xiabuxiabu launched mid high end Coucou brand with hotpot and tea drink mode,medium,Brand diversification row,XXBB_2016_COUCOU,probable,North China,LeadLeo report timeline records 2016 launch of Coucou,小火鍋;茶飲,源自台灣,listed_company,Taiwan linked,https://pdf.dfcfw.com/pdf/H3_AP202104091482896954_1.pdf?1617963200000.pdf=
MACRO_N_061,2001,2001-01-01,1988-2001_cross_strait_mobility,鹿港小镇 Shanghai founding,Shanghai,Shanghai,Yangtze River Delta,media_report,UDN 两岸财经报,https://paper.udn.com/udnpaper/PIA0028/355829/web/,first_mainland_taiwanese_cuisine_brand,2001 Bellagio Cafe Lukang Xiaozhen opened in Shanghai as mainland first Taiwan cuisine brand,medium,Taiwan media retrospective source, LUKANG_2001_SHANGHAI_FOUNDING,probable,Yangtze River Delta,UDN report says Lukang Xiaozhen opened in Shanghai in 2001 and became a first Taiwan cuisine brand in mainland,滷肉飯;三杯雞,台菜,taiwan_capital,Taiwan,https://paper.udn.com/udnpaper/PIA0028/355829/web/
MACRO_N_062,2001,2001-01-01,1988-2001_cross_strait_mobility,鹿港小镇 lu rou fan menu,Shanghai,Shanghai,Yangtze River Delta,media_report,UDN 两岸财经报,https://paper.udn.com/udnpaper/PIA0028/355829/web/,lu_rou_fan_menu_memory,2001 Lukang Xiaozhen Shanghai menu made sticky lu rou fan and three cup chicken into mainland Taiwan food signs,medium,Menu semantics row, LUKANG_2001_LRF_MENU,probable,Yangtze River Delta,UDN report says customers named sticky lu rou fan three cup chicken and Hakka stir fry as remembered dishes,滷肉飯;三杯雞,台灣美食,taiwan_capital,Taiwan,https://paper.udn.com/udnpaper/PIA0028/355829/web/
MACRO_N_063,2018,2018-01-01,2014-2020_pre_wanghong_platformization,鹿港小镇 city network,Shanghai,Shanghai,Yangtze River Delta,media_report,UDN 两岸财经报,https://paper.udn.com/udnpaper/PIA0028/355829/web,city_network_14_cities,2018 Lukang Xiaozhen retrospective reported 60 to 70 stores across 14 mainland cities plus Macau and Philippines,medium,Retrospective scale row, LUKANG_2018_CITY_NETWORK,probable,Yangtze River Delta,UDN retrospective reports 60 to 70 stores across 14 mainland cities plus Macau and Philippines,滷肉飯;台菜,台灣美食,taiwan_capital,Taiwan,https://paper.udn.com/udnpaper/PIA0028/355829/web/
MACRO_N_064,2016,2016-03-01,2014-2020_pre_wanghong_platformization,鹿港小镇 55 stores,Shanghai,Shanghai,Yangtze River Delta,local_business_media,Sohu,https://www.sohu.com/a/63577554_351252,store_count_55,2016 Lukang Xiaozhen was described as Taiwan refined cuisine chain with more than 55 stores in many cities,medium,Store scale corroboration row,LUKANG_2016_55_STORES,probable,Yangtze River Delta,Sohu local business article describes Lukang Xiaozhen as a large Taiwan refined cuisine chain with over 55 stores,台菜;冰品,台灣精緻料理,taiwan_capital,Taiwan,https://www.sohu.com/a/63577554_351252
MACRO_N_065,2019,2019-05-17,2014-2020_pre_wanghong_platformization,Mainland Taiwan flavor restaurants,Shanghai,Shanghai,Yangtze River Delta,newspaper_archive,People Daily Overseas,https://paper.people.com.cn/rmrbhwb/page/2019-05/17/11/rmrbhwb2019051711.pdf,taiwan_flavor_no_longer_rare,2019 People Daily Overseas framed Taiwan flavor restaurants in mainland as no longer rare including Lukang Xiaozhen and Din Tai Fung,medium,PDF search snippet source,PDHWB_20190517_TAIWAN_FLAVOR,probable,Yangtze River Delta,People Daily Overseas page says Taiwan flavor dining in mainland was already not rare and names restaurant examples,台菜;小籠包,台灣風味,mixed,Taiwan and mainland,https://paper.people.com.cn/rmrbhwb/page/2019-05/17/11/rmrbhwb2019051711.pdf
MACRO_N_066,2020,2020-08-21,2014-2020_pre_wanghong_platformization,大润发台湾风味卤肉大包 launch,Shanghai,Shanghai,Yangtze River Delta,retail_media,China Daily,https://cn.chinadaily.com.cn/a/202008/21/WS5f3f451ba310a859d09df17e.html,online_offline_product_launch,2020 RT Mart Taiwan flavor lu rou big bun launched online and offline on August 1 and sold strongly,high,Distinct launch row from product extension row,RTMART_2020_LAUNCH,probable,Yangtze River Delta,China Daily reports the Taiwan flavor lu rou big bun launched online and offline on August 1,卤肉大包;卤肉饭,台湾风味,retail_platform,Mainland retail with Taiwan R&D,https://cn.chinadaily.com.cn/a/202008/21/WS5f3f451ba310a859d09df17e.html
MACRO_N_067,2020,2020-08-21,2014-2020_pre_wanghong_platformization,大润发台湾风味卤肉大包 regional rollout,Shanghai Jiangsu Zhejiang Anhui,,Yangtze River Delta,retail_media,China Daily,https://cn.chinadaily.com.cn/a/202008/21/WS5f3f451ba310a859d09df17e.html,regional_retail_distribution,2020 RT Mart sold Taiwan flavor lu rou bun in Shanghai Jiangsu Zhejiang and Anhui stores,high,Regional distribution row,RTMART_2020_REGIONAL_ROLLOUT,probable,Yangtze River Delta,China Daily reports the product was sold in Shanghai Jiangsu Zhejiang and Anhui stores,卤肉大包;卤肉饭,台湾风味,retail_platform,Mainland retail with Taiwan R&D,https://cn.chinadaily.com.cn/a/202008/21/WS5f3f451ba310a859d09df17e.html
MACRO_N_068,2020,2020-08-21,2014-2020_pre_wanghong_platformization,大润发 Taiwan manager memory,Shanghai,Shanghai,Yangtze River Delta,retail_media,China Daily,https://cn.chinadaily.com.cn/a/202008/21/WS5f3f451ba310a859d09df17e.html,taiwanese_r_and_d_memory,2020 Taiwan born RT Mart manager linked lu rou bun development to hometown taste memory,high,Ownership and memory semantics row,RTMART_2020_TAIWAN_MANAGER_MEMORY,probable,Yangtze River Delta,China Daily says a Taiwan born manager developed the product from hometown taste memory,卤肉大包;卤肉饭,家乡味觉记忆,Taiwanese manager,Taiwan,https://cn.chinadaily.com.cn/a/202008/21/WS5f3f451ba310a859d09df17e.html
MACRO_N_069,2020,2020-08-21,2014-2020_pre_wanghong_platformization,大润发台湾风味卤肉大包 platform delivery,Shanghai,Shanghai,Yangtze River Delta,retail_media,China Daily,https://cn.chinadaily.com.cn/a/202008/21/WS5f3f451ba310a859d09df17e.html,platform_delivery_channels,2020 RT Mart Taiwan flavor lu rou bun was available through RT Mart app Taobao TaoXianda Eleme and Tmall supermarket,high,Platform delivery row,RTMART_2020_PLATFORM_DELIVERY,probable,Yangtze River Delta,China Daily reports sales through RT Mart app Taobao TaoXianda Eleme and Tmall supermarket,卤肉大包;卤肉饭,台湾风味,retail_platform,Mainland retail with Taiwan R&D,https://cn.chinadaily.com.cn/a/202008/21/WS5f3f451ba310a859d09df17e.html
MACRO_N_070,2020,2020-08-21,2014-2020_pre_wanghong_platformization,大润发台湾风味卤肉大包 standardized production,Shanghai,Shanghai,Yangtze River Delta,retail_media,China Daily,https://cn.chinadaily.com.cn/a/202008/21/WS5f3f451ba310a859d09df17e.html,standardized_food_production,2020 RT Mart translated Taiwan lu rou flavor into standardized factory and cold chain retail production,high,Industrialization row,RTMART_2020_STANDARDIZATION,probable,Yangtze River Delta,China Daily describes selecting a factory and standardizing formula process equipment and cold chain delivery,卤肉大包;卤肉饭,台湾风味,retail_platform,Mainland retail with Taiwan R&D,https://cn.chinadaily.com.cn/a/202008/21/WS5f3f451ba310a859d09df17e.html
MACRO_N_071,2018,2018-01-01,2014-2020_pre_wanghong_platformization,研卤堂,unknown,,national,media_report,中华网,https://m.tech.china.com/hea/hea/20250219/202502191638717.html,lu_rou_fan_fast_casual_founding,2018 Yanlutang brand was founded as a lu rou fan fast casual comparator with later national store expansion,medium,Not Taiwan themed so comparator not core Taiwaneseness, YANLUTANG_2018_FOUNDING,probable,national,Chinese media report says Yanlutang was founded in 2018 and later expanded nationally,卤肉饭,卤肉饭快餐,mainland_operator,Mainland,https://m.tech.china.com/hea/hea/20250219/202502191638717.html
MACRO_N_072,2021,2021-01-01,2021-2025_internet_wanghong_capital,研卤堂 financing,unknown,,national,media_report,中华网,https://m.tech.china.com/hea/hea/20250219/202502191638717.html,financing_event,2021 Yanlutang completed ten million level financing as lu rou fan fast casual comparator,medium,Comparator capital event not Taiwan themed, YANLUTANG_2021_FINANCING,probable,national,Chinese media report says Yanlutang completed ten million level financing in 2021,卤肉饭,卤肉饭快餐,mainland_operator,Mainland,https://m.tech.china.com/hea/hea/20250219/202502191638717.html
MACRO_N_073,2015,2015-01-01,2014-2020_pre_wanghong_platformization,锅先森台湾卤肉饭,unknown,,national,franchise_portal,九州醉餐饮网,https://m.zhms.cn/jmzs/39475/,franchise_recruitment_start,2015 Guoxiansen Taiwan lu rou fan began franchise recruitment based on Taiwan culture and food,low,Franchise portal and SEO source so marked candidate,GXS_2015_ZHMS_FRANCHISE,candidate,national,Franchise portal says Guoxiansen Taiwan lu rou fan began recruiting in 2015 with Taiwan culture and food as its base,台湾卤肉饭,台湾文化;台湾美食,franchise_operator,unknown,https://m.zhms.cn/jmzs/39475/
MACRO_N_074,2015,2015-01-01,2014-2020_pre_wanghong_platformization,锅先森台湾卤肉饭 100 stores,unknown,,national,franchise_portal,918餐饮网,https://m.918canyin.com/gxstwrrf/,franchise_store_count_claim,2015 Guoxiansen Taiwan lu rou fan franchise page claims 100 stores and Taiwan food culture positioning,low,Franchise portal source so candidate,GXS_2015_918_100_STORES,candidate,national,Franchise portal lists founding time 2015 and store count 100 for Guoxiansen Taiwan lu rou fan,台湾卤肉饭,台湾美食文化,franchise_operator,unknown,https://m.918canyin.com/gxstwrrf/
MACRO_N_075,2020,2020-01-01,2014-2020_pre_wanghong_platformization,米夫罗台湾卤肉饭,unknown,,national,franchise_portal,餐饮加盟网,https://www.cyjmw.com/project/mifuluo/,standardized_franchise_claim,2020 Mifuluo Taiwan lu rou fan franchise page emphasized replicable standardized product and service system,low,Franchise portal source so candidate,MIFULUO_2020_FRANCHISE,candidate,national,Franchise portal presents Mifuluo Taiwan lu rou fan as standardized and replicable,台湾卤肉饭,台湾卤肉饭,franchise_operator,unknown,https://www.cyjmw.com/project/mifuluo/
MACRO_N_076,2024,2024-08-01,2021-2025_internet_wanghong_capital,家裡沒煮 Shanghai opening,Shanghai,Shanghai,Yangtze River Delta,news_report,CNA,https://www.cna.com.tw/news/acn/202501140120.aspx,affordable_taiwan_snack_opening,2024 Jialimeizhu opened in Shanghai as affordable innovative Taiwan cuisine restaurant amid lu rou fan boom,high,Strong CNA field report source,JLMZ_2024_OPENING_CNA,probable,Yangtze River Delta,CNA reports Jialimeizhu opened in August 2024 as a representative affordable Taiwan snack restaurant in Shanghai,滷肉飯,台灣小吃,Taiwanese partners,Taiwan,https://www.cna.com.tw/news/acn/202501140120.aspx
MACRO_N_077,2025,2025-01-14,2021-2025_internet_wanghong_capital,家裡沒煮 15 yuan lu rou fan,Shanghai,Shanghai,Yangtze River Delta,news_report,CNA,https://www.cna.com.tw/news/acn/202501140120.aspx,low_price_lu_rou_fan_menu,2025 Jialimeizhu sold 15 RMB lu rou fan plus chicken cutlet and preserved egg lu rou fan variants,high,Menu and price row,JLMZ_2025_15_YUAN_MENU,probable,Yangtze River Delta,CNA reports 15 RMB lu rou fan and variants including chicken cutlet and preserved egg lu rou fan,滷肉飯;雞排滷肉飯;皮蛋滷肉飯,台菜印象,Taiwanese partners,Taiwan,https://www.cna.com.tw/news/acn/202501140120.aspx
MACRO_N_078,2025,2025-01-14,2021-2025_internet_wanghong_capital,家裡沒煮 Taiwan partners,Shanghai,Shanghai,Yangtze River Delta,news_report,CNA,https://www.cna.com.tw/news/acn/202501140120.aspx,taiwanese_operator_partnership,2025 Shanghai based Taiwanese operators joined lu rou fan business as consumer downgrade opened a low price niche,high,Operator row,JLMZ_2025_TAIWANESE_PARTNERS,probable,Yangtze River Delta,CNA reports Taiwanese people in Shanghai saw the opportunity and joined the lu rou fan market,滷肉飯,台灣人經營,Taiwanese partners,Taiwan,https://www.cna.com.tw/news/acn/202501140120.aspx
MACRO_N_079,2025,2025-01-14,2021-2025_internet_wanghong_capital,Shanghai affordable Taiwan lu rou fan boom,Shanghai,Shanghai,Yangtze River Delta,news_report,CNA,https://www.cna.com.tw/news/acn/202501140120.aspx,consumer_downgrade_food_trend,2025 CNA framed Taiwan lu rou fan in Shanghai as rising with consumer downgrade and demand for cheap filling meals,high,Market trend row,SH_2025_CNA_CONSUMER_DOWNGRADE,probable,Yangtze River Delta,CNA says Taiwan lu rou fan became popular in Shanghai as diners sought cheaper filling restaurants,滷肉飯,台灣平民小吃,mixed,Taiwan and mainland,https://www.cna.com.tw/news/acn/202501140120.aspx
MACRO_N_080,2018,2018-01-01,2014-2020_pre_wanghong_platformization,撿角台灣食堂 opening,Shanghai,Shanghai,Yangtze River Delta,news_report,CNA,https://www.cna.com.tw/news/acn/202501140120.aspx,jianjiao_2018_opening_retro,2018 Jianjiao Taiwan Dining Hall opened and later became a leading Shanghai lu rou fan restaurant,medium,Retrospective date from 2025 CNA source,JIANJIAO_2018_OPENING_CNA,probable,Yangtze River Delta,CNA reports Jianjiao opened in 2018 and became a popular Shanghai lu rou fan restaurant,滷肉飯,台灣食堂,unknown,unknown,https://www.cna.com.tw/news/acn/202501140120.aspx
MACRO_N_081,2025,2025-01-14,2021-2025_internet_wanghong_capital,撿角台灣食堂 12 branches,Shanghai,Shanghai,Yangtze River Delta,news_report,CNA,https://www.cna.com.tw/news/acn/202501140120.aspx,shanghai_12_branch_scale,2025 Jianjiao Taiwan Dining Hall had 12 Shanghai branches and was described as a hot lu rou fan restaurant,high,Scale row,JIANJIAO_2025_12_BRANCHES_CNA,probable,Yangtze River Delta,CNA reports Jianjiao had opened 12 branches in Shanghai,滷肉飯,台灣食堂,unknown,unknown,https://www.cna.com.tw/news/acn/202501140120.aspx
MACRO_N_082,2025,2025-01-02,2021-2025_internet_wanghong_capital,家裡沒煮 Dianping rank,Shanghai,Shanghai,Yangtze River Delta,news_report,CNA,https://www.cna.com.tw/news/acn/202501140120.aspx,dianping_taiwan_cuisine_rank,2025 Jialimeizhu reached number three on Dianping Shanghai Taiwan cuisine hot list with low per capita spending,high,Platform ranking row,JLMZ_2025_DIANPING_RANK,probable,Yangtze River Delta,CNA reports Jialimeizhu ranked third on Dianping Shanghai Taiwan cuisine hot list on January 2,滷肉飯,台灣菜熱門榜,Taiwanese partners,Taiwan,https://www.cna.com.tw/news/acn/202501140120.aspx
MACRO_N_083,2025,2025-01-14,2021-2025_internet_wanghong_capital,家裡沒煮 dine in model,Shanghai,Shanghai,Yangtze River Delta,news_report,CNA,https://www.cna.com.tw/news/acn/202501140120.aspx,offline_dining_against_delivery,2025 Jialimeizhu partners avoided delivery platform dependency and emphasized offline dining returns,high,Platform stance row,JLMZ_2025_OFFLINE_DINING,probable,Yangtze River Delta,CNA reports partners hoped to return to offline dining and avoid delivery platform extraction,滷肉飯,落地吃飯,Taiwanese partners,Taiwan,https://www.cna.com.tw/news/acn/202501140120.aspx
MACRO_N_084,2025,2025-01-14,2021-2025_internet_wanghong_capital,上海平价台湾卤肉饭 simplified media,Shanghai,Shanghai,Yangtze River Delta,news_report,NTDTV CNA republication,https://www.ntdtv.com/gb/2025/01/14/a103948093.html,simplified_media_recirculation,2025 Simplified Chinese republication recirculated the Shanghai affordable Taiwan lu rou fan boom narrative,medium,Secondary republication of CNA context kept probable due clear source attribution,SH_2025_NTDTV_RECIRCULATION,probable,Yangtze River Delta,NTDTV reposts the Shanghai affordable Taiwan lu rou fan report in simplified Chinese,卤肉饭,台湾小吃,media_recirculation,Taiwan,https://www.ntdtv.com/gb/2025/01/14/a103948093.html
MACRO_N_085,2025,2025-01-14,2021-2025_internet_wanghong_capital,家裡沒煮 customer mix,Shanghai,Shanghai,Yangtze River Delta,news_report,CNA,https://www.cna.com.tw/news/acn/202501140120.aspx,mainland_consumer_uptake,2025 Jialimeizhu reported high return customer share and mostly mainland customers for Taiwan lu rou fan,high,Consumer uptake row,JLMZ_2025_CUSTOMER_MIX,probable,Yangtze River Delta,CNA reports return customers and mainland customer share for the Shanghai Taiwan snack restaurant,滷肉飯,台灣小吃,Taiwanese partners,Taiwan,https://www.cna.com.tw/news/acn/202501140120.aspx
MACRO_N_086,2025,2025-10-20,2021-2025_internet_wanghong_capital,阿元来了 Zhengzhou mall entry,Zhengzhou,Henan,Central China,local_business_media,郑州商业观察,https://www.zzshangye.com/detail/12381.html,inland_mall_entry,2025 Yuan Is Here entered Zhengzhou Zhenghong City as a Michelin Bib Gourmand backed Taiwan lu rou fan brand,medium,Local business media source,AYUAN_2025_ZHENGZHOU_ENTRY,probable,Central China,Zhengzhou business article describes Yuan Is Here entering Zhenghong City with Taiwan lu rou fan brand positioning,卤肉饭,台湾卤肉饭,Hong Kong brand with Taiwan chef,Hong Kong and Taiwan,https://www.zzshangye.com/detail/12381.html
MACRO_N_087,2025,2025-10-20,2021-2025_internet_wanghong_capital,阿元来了 mainland mall partnerships,Shanghai,Shanghai,Yangtze River Delta,local_business_media,郑州商业观察,https://www.zzshangye.com/detail/12381.html,mall_real_estate_partnerships,2025 Yuan Is Here formed multi store cooperation with Taikoo SHKP Shui On CapitaLand CR MixC InCity and Longfor,medium,Mall platform expansion row,AYUAN_2025_MALL_PARTNERS,probable,Yangtze River Delta,Local business article says Yuan Is Here formed deep cooperation with major commercial real estate groups,卤肉饭,台湾卤肉饭,Hong Kong brand with Taiwan chef,Hong Kong and Taiwan,https://www.zzshangye.com/detail/12381.html
MACRO_N_088,2025,2025-10-20,2021-2025_internet_wanghong_capital,阿元来了 near 100 stores,Shanghai,Shanghai,Yangtze River Delta,local_business_media,郑州商业观察,https://www.zzshangye.com/detail/12381.html,rapid_store_expansion,2025 Yuan Is Here reportedly built nearly 100 mainland stores within nine months after Shanghai entry,medium,Scale row from local business source,AYUAN_2025_NEAR_100_STORES,probable,Yangtze River Delta,Local business article reports nearly 100 mainland stores within nine months after Shanghai market entry,卤肉饭,台湾卤肉饭,Hong Kong brand with Taiwan chef,Hong Kong and Taiwan,https://www.zzshangye.com/detail/12381.html
MACRO_N_089,2025,2025-01-01,2021-2025_internet_wanghong_capital,阿元来了 Shanghai first store,Shanghai,Shanghai,Yangtze River Delta,food_industry_media,Jiemian JMedia,https://www.jiemian.com/article/13682740.html,shanghai_first_store,2025 Yuan Is Here opened its first Shanghai store in January and helped mark Taiwan lu rou fan boom year,medium,Industry media row,AYUAN_2025_SHANGHAI_FIRST_STORE,probable,Yangtze River Delta,Jiemian article says Yuan Is Here Taiwan lu rou fan opened first Shanghai store in January 2025,卤肉饭,台湾卤肉饭,Hong Kong brand with Taiwan chef,Hong Kong and Taiwan,https://www.jiemian.com/article/13682740.html
MACRO_N_090,2025,2025-11-01,2021-2025_internet_wanghong_capital,台式卤肉饭 boom year,Shanghai,Shanghai,Yangtze River Delta,food_industry_media,Jiemian JMedia,https://www.jiemian.com/article/13682740.html,boom_year_framing,2025 Industry media framed 2025 as an outbreak year for Taiwan style lu rou fan in China,medium,Market narrative row,SH_2025_TAIWAN_LRF_BOOM_YEAR,probable,Yangtze River Delta,Jiemian article quotes industry framing of 2025 as Taiwan style lu rou fan boom year,卤肉饭,台式卤肉饭,mixed,Taiwan and mainland,https://www.jiemian.com/article/13682740.html
